Tweet,URL,Date
"  @suzy_redd and and @10AJMcCarron I did! I said  ""some ""ù of the quarterback play. Goff and Herbert are obviously legit. 1 1 1   1 1 1 559 559 559",https://x.com/garyharris_wvua/status/1723862040098328583,2023-11-13T00:35:12.000Z
"  I don 't think Nate Oats was expecting this news  Quote Jonathan Givony Jonathan Givony  @DraftExpress  .NEWS: Alabama 's Charles Bediako will keep his name in the 2023 NBA draft, a source told ESPN. Bediako conducted a pro day in Las Vegas today and is comfortable with the NBA feedback he's received thus far.

STORY:  https://espn.com/mens-college-basketball/story/_/id/37711000 ""¶ https:// asketball/story/_/id/37711000  ""¶       706 706 706",https://x.com/garyharris_wvua/status/1660869977262440448,2023-05-23T04:47:14.000Z
"  Bond is on his way to a terrific career at Alabama. Quote isaiah  ""007 ""ù bond isaiah  ""007 ""ù bond  @isaiahbond_  .Freshman szn!     22 22 22 1.8K 1.8K 1.8K",https://x.com/garyharris_wvua/status/1612179951188336640,2023-01-08T20:10:27.000Z
  @ThAbEaR_95 Thank you,https://x.com/garyharris_wvua/status/1475154393427292168,2021-12-26T17:19:49.000Z
"  This likely means the game will kickoff at 11:00 AM Central time. Bama fans, how do you feel about that? Quote FOX College Football FOX College Football  @CFBONFOX  .ALABAMA. TEXAS. ON FOX.

Counting down the days until September 10  8 8 8 3 3 3 6 6 6",https://x.com/garyharris_wvua/status/1526378308069380097,2022-05-17T01:45:22.000Z
  Here comes the Tide! Bama has arrived at Davis-Wade Stadium!  @wvua23   @WVUA23Sports   @Tide1009   4 4 4 9 9 9 861 861 861,https://x.com/garyharris_wvua/status/1708261894178345132,2023-09-30T23:25:48.000Z
  @TrackingJT Woo Hoo! He made one,https://x.com/garyharris_wvua/status/1434618309018857472,2021-09-05T20:43:53.000Z
  Jalen working some late game magic for the Eagles! Quote Philadelphia Eagles Philadelphia Eagles  @Eagles  .. @JalenHurts @JalenHurts  has his first NFL touchdown! #PHIvsGB #PHIvsGB  |  #FlyEaglesFly #FlyEaglesFly  : CBS     6 6 6,https://x.com/garyharris_wvua/status/1335736026799681539,2020-12-07T00:01:00.000Z
  Beast  Quote    @JamaalJarrett  .@overtime @overtime   @DonCallahanIC @DonCallahanIC   @DemetricDWarren @DemetricDWarren   @UANextFootball @UANextFootball   @AlabamaFTBL @AlabamaFTBL   @nc_hsfb @nc_hsfb   @Beast1Athletics @Beast1Athletics   @grimsleyfb @grimsleyfb 1 1 1 1 1 1 4 4 4,https://x.com/garyharris_wvua/status/1467679610942992387,2021-12-06T02:17:42.000Z
"  Thank you, Intern Celina  Quote Celina Leggiere Celina Leggiere  @celinaleggieree  .Happy birthday  @garyharris_wvua @garyharris_wvua  !! Hope today was awesome!   See you in the studio tomorrow. - ""Intern Celina ""ù    1 1 1 2 2 2",https://x.com/garyharris_wvua/status/1144350753676517381,2019-06-27T21:04:15.000Z
"  The TGIF edition of The Gary Harris Show begins at 9 AM on  @Tide1009  Hour number one presented by  @AlabamaCU  

9:30  @adamamin  

10:00  @brettsportz  

10:30 Lance Cormier presented by @crossfitcandor 

Plus: Your Alabama-Mizzou score predictions Tide 100.9 - Listen Live   4 4 4 5 5 5",https://x.com/garyharris_wvua/status/1309480425195212802,2020-09-25T13:10:36.000Z
  @DaisyRainLuna Hang in there! 1 1 1   1 1 1,https://x.com/garyharris_wvua/status/1474919621086040064,2021-12-26T01:46:55.000Z
  Quote Atlanta Braves Atlanta Braves  @Braves  .OF Ronald Acuna Jr. underwent an MRI today that showed a complete tear of his right ACL. He will undergo season-ending surgery.     2 2 2,https://x.com/garyharris_wvua/status/1414062553475469313,2021-07-11T03:22:39.000Z
  Eddie Jackson is really good at football. Quote PFF PFF  @PFF  .The highest-graded safeties from 2018!   2 2 2 14 14 14,https://x.com/garyharris_wvua/status/1149718752415682566,2019-07-12T16:34:45.000Z
  @KaylaAndersonTV     1 1 1,https://x.com/garyharris_wvua/status/1576645271744040960,2022-10-02T18:48:20.000Z
  Pure Class  Quote Tennessee Titans Tennessee Titans  @Titans  .Derrick Henry grants fan's wish for her dying father.    @dd_lo @dd_lo   #WPMOYChallenge #WPMOYChallenge  x  @KingHenry_2 @KingHenry_2   1 1 1 10 10 10,https://x.com/garyharris_wvua/status/1601733132558143489,2022-12-11T00:18:32.000Z
  God 's beauty never disappoints. 2 2 2 4 4 4 48 48 48 1.3K 1.3K 1.3K,https://x.com/garyharris_wvua/status/1809758641391567209,2024-07-07T01:17:38.000Z
  @myfamilydollar I 'm absolutely amazed by what just happened at your store on 15th St. in Tuscaloosa. I was overcharged on an item last week and went in today with my receipt and was told I could not be given a refund! This is bad business on so many levels!!! Very poor decision! 1 1 1,https://x.com/garyharris_wvua/status/1252322392858337280,2020-04-20T19:45:00.000Z
"  Alabama Head Coach Nick Saban was asked today if there is a special package for backup quarterback Jalen Milroe? His response was more ""Saban Gold."" 9 9 9 40 40 40 227 227 227",https://x.com/garyharris_wvua/status/1577074939139497984,2022-10-03T23:15:40.000Z
  @garyharris_wvua Some really good analysis from y 'all. 1 1 1     325 325 325,https://x.com/garyharris_wvua/status/1705799353682509890,2023-09-24T04:20:32.000Z
"  Absolutley! Quote TURRON DAVENPORT TURRON DAVENPORT  @TDavenport_NFL  .The  #Titans #Titans  signing Derrick Henry to a long term deal sends the right message to the rest of the team. Do things the right way, keep a team mindset, work hard, produce and you'll be rewarded. 1 1 1   2 2 2",https://x.com/garyharris_wvua/status/1283499342125563904,2020-07-15T20:31:04.000Z
"  The TGIF edition of The Gary Harris Show at 9 a.m. on @Tide1009fm 

9:15  @MattyFreshTV  on BAMAvsMSU

9:30  @adamamin  goes around the world of sports

10:00 Long time Alabama practice official Eddie Conyers

10:30 The Auburn Report with  @brettsportz Tide 100.9 - Listen Live   6 6 6 6 6 6",https://x.com/garyharris_wvua/status/1195350246219558913,2019-11-15T14:38:01.000Z
"  It 's going to be a busy Wednesday on The Gary Harris Show on  @Tide1009  beginning at 9:00

9:30  @MattCoulter101  on NASCAR

10:00 Former Bama and New  York Yankees player Andy Phillips 

10:30 The Bama Recruiting Report with  @AndrewJBone  

Call 205-342-9904 Tide 100.9 - Listen Live   4 4 4 5 5 5 3.1K 3.1K 3.1K",https://x.com/garyharris_wvua/status/1661362317445980161,2023-05-24T13:23:37.000Z
  @EastmanLewis1 and and @Tide1009 You 're welcome       27 27 27,https://x.com/garyharris_wvua/status/1694909831788872016,2023-08-25T03:09:28.000Z
  Michael Harris literally saved the game for the Braves and pulled them even with the Phillies at one win each in the NLDS. One of the greatest catches ever led to a game ending double play! Braves win game two 5-4. Quote Atlanta Braves Atlanta Braves  @Braves  .THAT JUST HAPPENED. #AsOneATL #AsOneATL 2 2 2 1 1 1 31 31 31 3.2K 3.2K 3.2K,https://x.com/garyharris_wvua/status/1711552965692051751,2023-10-10T01:23:20.000Z
"  Interesting, insightful and entertaining!  https:// /lindsaycrouse/status/1232970787407179777  ""¶ This post is unavailable.",https://x.com/garyharris_wvua/status/1233096137059467266,2020-02-27T18:26:43.000Z
"  Congratulations on building a very successful career! Quote k k  @k8belike  .Three years ago today I got accepted into one of the two best broadcast internships in the US at  @wvua23 @wvua23 .

Funny story, I thought it was the sales internship. I 'd never used a camera, edited or written a script.

Here I am three years later anchoring at     Show more 1 1 1   5 5 5",https://x.com/garyharris_wvua/status/1259904632953933824,2020-05-11T17:54:07.000Z
  @CupKatie00  Hi Katie. Asking for a follow back as instructed. Thanks,https://x.com/garyharris_wvua/status/1406334683927953414,2021-06-19T19:34:51.000Z
"  Go be great, Paul!!! Quote Paul Tyson Paul Tyson  @Paul_Tyson17  .Let 's get to work ""¶  #ForksUp #ForksUp   1 1 1   14 14 14",https://x.com/garyharris_wvua/status/1482808342212972547,2022-01-16T20:13:52.000Z
"  This is absolutely awesome!  #BuiltByBama Quote NFL NFL  @NFL  .""I'll be there for you, whatever you need."" @AlabamaFTBL @AlabamaFTBL  RBs stick together.  @MarkIngram22 @MarkIngram22  returns to campus for a blast from the past with  @iam_JoshJacobs @iam_JoshJacobs !  #NFLDraft #NFLDraft   5 5 5 11 11 11",https://x.com/garyharris_wvua/status/1113308459469029376,2019-04-03T05:13:15.000Z
"  Eli Gold,  ""The Voice of the Crimson Tide ""ù reveals cancer diagnosis. Quote Crimson Tide Sports Network Crimson Tide Sports Network  @UA_CTSN  .Statement from Eli Gold:

I want to thank everyone for their well wishes and prayers.  After extensive testing, I have now been diagnosed of a treatable form of cancer.  I 'm already making progress and hope to get back behind the mic again soon.  Roll Tide! Show more   3 3 3 10 10 10 1.1K 1.1K 1.1K",https://x.com/garyharris_wvua/status/1611481610200977409,2023-01-06T21:55:30.000Z
  Alabama running back Target  Quote 1vibes.jay 1vibes.jay  @1vibesjay  .After lots of prayer and talks with my circle I've decided to decommit from the University of Arkansas.... I'd like to thank Coach Pittman and Coach Jimmy and all of Arkansas for believing in me and for the opportunity..... 1 1 1   5 5 5 1.2K 1.2K 1.2K,https://x.com/garyharris_wvua/status/1736902597292781583,2023-12-19T00:13:43.000Z
"  The Gary Harris Show for Tuesday begins at 9 a.m. on  @Tide1009  

9:30  @DOrlandoAJC  

10:00  @DrewD977ESPN  

10:30 Alabama Wheelchair Basketball Coach Ryan Hynes

Call 205-342-9904 Tide 100.9 - Listen Live   4 4 4 5 5 5 4.6K 4.6K 4.6K",https://x.com/garyharris_wvua/status/1767542756874879266,2024-03-12T13:26:47.000Z
  @BamaSwoosh Thank you!,https://x.com/garyharris_wvua/status/1144352099481919488,2019-06-27T21:09:36.000Z
  @gevans245 Nope. Didn 't pick that game. Great win for the Tide!     1 1 1,https://x.com/garyharris_wvua/status/1467373062257582085,2021-12-05T05:59:35.000Z
"  Impressive Season Debut! Quote Birmingham Iron Birmingham Iron  @aafiron  .√∞¬ù¬ó¬¶√∞¬ù¬ó¬õ√∞¬ù¬ó¬®√∞¬ù¬ó¬ß. √∞¬ù¬ó¬¢√∞¬ù¬ó¬®√∞¬ù¬ó¬ß.

The Iron make history and shut out the Memphis Express! #WeAreBirmingham #WeAreBirmingham   #ForgeOn #ForgeOn   1 1 1 7 7 7",https://x.com/garyharris_wvua/status/1094753096981463040,2019-02-11T00:20:52.000Z
  2nd best ain 't all bad  Quote Bradley Whittington Bradley Whittington  @Doctor_Witt  .@garyharris_wvua @garyharris_wvua   Watching the best sportscaster on tv tonight. Besides  @ZachTigert @ZachTigert  ofcourse.     2 2 2,https://x.com/garyharris_wvua/status/1134672221732032513,2019-06-01T04:05:13.000Z
"  This is why the Dolphins drafted Tua! Quote Big E Big E  @ian693  .Here 's Tua 's 70 yard touchdown bomb to Malcolm Perry. You live to see it. 

(Courtesy  @MiamiDolphins @MiamiDolphins )    Show more   2 2 2 17 17 17",https://x.com/garyharris_wvua/status/1297999613153226755,2020-08-24T20:49:58.000Z
"  Not the news I was hoping to hear. Quote Ian Rapoport Ian Rapoport  @RapSheet  .Sources:  #Redskins #Redskins  LB Reuben Foster is believed to have suffered a torn ACL, plus additional damage. The injury has been described as major and significant. He 's seeing specialists to determine the full extent. But a brutal situation for Washington. 1 1 1 3 3 3 7 7 7",https://x.com/garyharris_wvua/status/1130594969440460802,2019-05-20T22:03:40.000Z
"  Thank you, Randall",https://x.com/garyharris_wvua/status/1456265393618575370,2021-11-04T14:21:40.000Z
  I 'm saddened to hear the news that former Alabama basketball assistant coach John Bostick has passed away  from complications due to COVID-19. Coach Bostick was a gentleman in every sense of the word. He 'll be missed. 7 7 7 6 6 6 72 72 72,https://x.com/garyharris_wvua/status/1345493548188250112,2021-01-02T22:13:54.000Z
  @garyharris_wvua @smithcasey10     1 1 1 236 236 236,https://x.com/garyharris_wvua/status/1640361602955239424,2023-03-27T14:34:17.000Z
  Breaking: Coach Saban has been medically cleared to safely return to activity effective immediately  @wvua23   #RollTide   6 6 6 26 26 26,https://x.com/garyharris_wvua/status/1317502907051278339,2020-10-17T16:29:05.000Z
  Thank you! Quote Mario White Mario White  @coachmariowhite  .@garyharris_wvua @garyharris_wvua and @wvua23 @wvua23 Happy birthday G!!     1 1 1 1.8K 1.8K 1.8K,https://x.com/garyharris_wvua/status/1673890214106787842,2023-06-28T03:05:01.000Z
  @suemcco11 Great flick!     1 1 1 217 217 217,https://x.com/garyharris_wvua/status/1609734896687144960,2023-01-02T02:14:41.000Z
  And here it is! Bama is number one and will play Cincinnati in the Cotton Bowl and Georgia will face Michigan in the Orange Bowl  #CFP2021   6 6 6 27 27 27,https://x.com/garyharris_wvua/status/1467546830670118915,2021-12-05T17:30:04.000Z
"  Have to admit ""¶I love this  Quote Coach Dan Casey Coach Dan Casey  @CoachDanCasey  .This is electric!

All Walk-On Kickoff Team - great reward for all the work these guys put in on Scout Team! 2 2 2 1 1 1 24 24 24 2.7K 2.7K 2.7K",https://x.com/garyharris_wvua/status/1726292204766065130,2023-11-19T17:31:49.000Z
"  The TGIF edition of The Gary Harris Show at 9:00 am on  @Tide1029fm  

9:30  @adamamin  goes around the world of sports 

10:00 Talkin ' football with  @MPJohnson79  

10:30 The Gulf Shores Beach Report with  @ChuckBama  

The Bud Light Hotline 205-342-9904   Show more   4 4 4 1 1 1",https://x.com/garyharris_wvua/status/1126841585633722374,2019-05-10T13:29:04.000Z
  Najee Harris just simply being Najee Harris! Quote BrianCatNFL BrianCatNFL  @BrianCatNFL  .RB Najee Harris. He 's 6 '2 -230. 0:08 0:08   2 2 2 19 19 19,https://x.com/garyharris_wvua/status/1345125207485329409,2021-01-01T21:50:15.000Z
"  I know a lot of people tuned in for Tua including me, but the Dolphins defense is putting on a show! 3 3 3 1 1 1 25 25 25",https://x.com/garyharris_wvua/status/1322982932575825921,2020-11-01T19:24:45.000Z
  I am my mask...and my mask is me      14 14 14,https://x.com/garyharris_wvua/status/1359289550611308545,2021-02-09T23:54:17.000Z
  @jcmeggs @wvua23 and and @Tide1009 I like them. 1 1 1,https://x.com/garyharris_wvua/status/1312513860989980673,2020-10-03T22:04:24.000Z
"  The TGIF edition of The Gary Harris Show at 9 a.m. on @Tide1009fm 

9:30  @adamamin  goes around the world of sports 

10:00  @brettsportz  with the Auburn Report

10:30  @ChaseGoodbread  on the Senior Bowl Tide 100.9 - Listen Live   6 6 6 7 7 7",https://x.com/garyharris_wvua/status/1220718204579930117,2020-01-24T14:41:14.000Z
"  Yes,  @AndrewJBone  did indeed! Quote Shutdown Man Shutdown Man  @ShutdownMan  .@garyharris_wvua @garyharris_wvua Andrew Bone called that shot last week on the show.     4 4 4",https://x.com/garyharris_wvua/status/1175930961210617856,2019-09-23T00:32:43.000Z
"  Tider Insider TV for Tuesday Jan. 16 on  @wvua23  Click on the link to watch. wvua23.com wvua23.com Tider Insider: Jan. 16, 2024 - WVUA 23 Tider Insider: Jan. 16, 2024 - WVUA 23 Gary Harris and Rodney Orr discuss Kalen DeBoer being hired as Alabama football 's next head coach. Multiple players, including Isaiah Bond, entered the transfer portal following the retirement of... Gary Harris and Rodney Orr discuss Kalen DeBoer being hired as Alabama football 's next head coach. Multiple players, including Isaiah Bond, entered the transfer portal following the retirement of...   4 4 4 6 6 6 1.5K 1.5K 1.5K",https://x.com/garyharris_wvua/status/1747491521123754116,2024-01-17T05:30:20.000Z
"  Join me for coverage tonight at 5-6&10 and on Tider Insider TV. Quote Alessandra Pontbriand Alessandra Pontbriand  @APontbriandTV  .Senior Bowl Media Day is about to begin!! Catch a full recap on  @wvua23 @wvua23  5, 6, Tider, and 10pm!!",https://x.com/garyharris_wvua/status/1219665517276954632,2020-01-21T16:58:14.000Z
"  5 star looks good in Crimson!  https:// /2cuhh/status/1118657103789477890  ""¶ This post is unavailable.   1 1 1 23 23 23",https://x.com/garyharris_wvua/status/1118705827643297792,2019-04-18T02:40:28.000Z
"  The Gary Harris Show kicks off a new week Monday morning at 9:00 on  @Tide1009  

9:30  @TiderInsider  

10:30  @smithcasey10  on golf presented by @HTideTraditions 

Call 205-342-9904 Tide 100.9 - Listen Live   2 2 2 3 3 3",https://x.com/garyharris_wvua/status/1584541126769668097,2022-10-24T13:43:38.000Z
  @William28796229 Thank you     1 1 1,https://x.com/garyharris_wvua/status/1474644042583580675,2021-12-25T07:31:51.000Z
"  Big for Bama to hold on to Young! Quote James Pugh James Pugh  @jpughinreallife  .Football four-star standout Byron Young makes it official. 

He signs with Alabama.   3 3 3 5 5 5",https://x.com/garyharris_wvua/status/1093167174120886272,2019-02-06T15:18:59.000Z
  The King weighs in on Jalen  Quote LeBron James LeBron James  @KingJames  .Yeah like they were saying. Anybody would look great at QB for the Eagles.. yeah ooook. HATERS MAN!! Jalen Hurts is SPECIAL.   's   1 1 1 14 14 14 1.5K 1.5K 1.5K,https://x.com/garyharris_wvua/status/1616981911045394432,2023-01-22T02:11:44.000Z
"  Let 's kick of a new week at 9:00 this morning on  @Tide1009  The Gary Harris Show

9:30 Alabama football with  @TiderInsider  

10:30  @smithcasey10  on golf

Call 205-342-9904 Tide 100.9 - Listen Live   3 3 3 4 4 4",https://x.com/garyharris_wvua/status/1546491120816988160,2022-07-11T13:46:30.000Z
"  2024 Five-Star quarterback Julian Sayin from Carlsbad, CA rolled with the Tide this afternoon on ESPN2.  @TiderInsider   @WVUA23Sports   @Tide1009 8 8 8 66 66 66 364 364 364",https://x.com/garyharris_wvua/status/1587910882603966470,2022-11-02T20:53:51.000Z
"  It 's a Bumper Music Trivia Wednesday presented by  @heatpizzabar  on The Gary Harris Show beginning at 9 a.m.

9:15  @MattCoulter101  

9:30  @AndrewJBone  

10:00  @CoachSark  press conference 

10:30  @JerodNBC4  

The Ready Mix USA Hotline 205-342-9904 Show more Tide 100.9 - Listen Live   5 5 5 7 7 7",https://x.com/garyharris_wvua/status/1346820144660680706,2021-01-06T14:05:19.000Z
"  Talented local offensive tackle sets commitment date.  @wvua23   @Tide1009 Quote Wilkin Formby Wilkin Formby  @wilkinformby  .I will be committing Monday, June 20th at 7:00 PM CST at Northridge High School. All are welcome to come!  @adamgorney @adamgorney 1 1 1   9 9 9",https://x.com/garyharris_wvua/status/1537160121020583936,2022-06-15T19:48:26.000Z
"  So well stated! Quote Courtney Robb Courtney Robb  @courtkrobb  .""It's time to change. It really is."" 

In Jake Mangum's final post-game press conference moment, he shares his thoughts on the need for a third paid assistant coach in college baseball.  #WCBI #WCBI     7 7 7",https://x.com/garyharris_wvua/status/1142127615274299392,2019-06-21T17:50:17.000Z
  @getoutwhatputin @Tide1009 and and @wvua23 Thank you. I appreciate your viewership.     1 1 1,https://x.com/garyharris_wvua/status/1431707539029303303,2021-08-28T19:57:31.000Z
  @CoreyW75404192 Disappointing       139 139 139,https://x.com/garyharris_wvua/status/1642888616580882432,2023-04-03T13:55:44.000Z
  It was best to stay in the shaded area at Bryant-Denny Stadium on Saturday afternoon! 3 3 3   25 25 25 955 955 955,https://x.com/garyharris_wvua/status/1688009120530509824,2023-08-06T02:08:30.000Z
  @StaceyShaner @UofAlabama and and @wvua23 That 's a good idea!      1 1 1,https://x.com/garyharris_wvua/status/1455977665735888901,2021-11-03T19:18:20.000Z
"  Following the game on Saturday, I was able to present Kelly Forman with the Tua and Bryce Young autographed football that she won by listening to my radio show on Friday. We will have a giveaway every Friday between 9-11 a.m. on  @Tide1009   3 3 3 20 20 20",https://x.com/garyharris_wvua/status/1566859779062071299,2022-09-05T18:44:16.000Z
"  Terrific  athlete commits to Alabama! Quote Hayes Fawcett Hayes Fawcett  @Hayesfawcett3  .BREAKING: Four-Star ATH Zymear Smith tells me he has Committed to Alabama!

The 5 '11 170 ATH from Ridgley, MD chose the Crimson Tide over Georgia, Tennessee, & Texas

 ""Their defensive scheme matches my play style & I feel that it would be best for my future. ""ù Show more     4 4 4 751 751 751",https://x.com/garyharris_wvua/status/1766547178997117092,2024-03-09T19:30:42.000Z
  So much fun to be able to go out and  eat again following Tider Insider TV. Thanks  @innisfreettown  it was fantastic!  @TiderInsider   #HeadToTheFree   4 4 4 9 9 9,https://x.com/garyharris_wvua/status/1262915850996236289,2020-05-20T01:19:37.000Z
  @CarrieRADams Great smile!     1 1 1,https://x.com/garyharris_wvua/status/1352082517122285570,2021-01-21T02:36:07.000Z
"  @BW_Jones Sounds like a very logical decision. Good luck, Ben!     2 2 2",https://x.com/garyharris_wvua/status/1158438958919049216,2019-08-05T18:05:45.000Z
"  Three former Bama players made the list. Josh Jacobs, Patrick Surtain and Minkah Fitzpatrick. Love Aaron Donald but I think Quinnen Williams deserved that interior defensive line spot ahead of Donald. Quote Adam Schefter Adam Schefter  @AdamSchefter  .Here is the inaugural Players ' All-Pro Team, via the NFL Players Association:   2 2 2 7 7 7 2.4K 2.4K 2.4K",https://x.com/garyharris_wvua/status/1613220494341246998,2023-01-11T17:05:12.000Z
"  The Gary Harris show begins the new week this morning at 9:00 on  @Tide1009  

9:30  @TiderInsider  recaps Alabama 's busy football recruiting weekend 

10:30  @smithcasey10  on golf

Call 205-342-9904 Tide 100.9 - Listen Live   2 2 2 2 2 2 667 667 667",https://x.com/garyharris_wvua/status/1802696340377395381,2024-06-17T13:34:34.000Z
"  The Gary Harris Show for Monday Dec. 5 begins at 9:00 this morning on  @Tide1009  

9:30  @TiderInsider  

10:30  @smithcasey10  on golf, presented by @HTideTraditions 

Call 205-342-9904 Tide 100.9 - Listen Live   2 2 2 1 1 1",https://x.com/garyharris_wvua/status/1599776411073773569,2022-12-05T14:43:13.000Z
  @FreedomGWB and and @pheaglescentral What planet are you living on? 14 turnovers this year??? You need to check the stats      2 2 2 72 72 72,https://x.com/garyharris_wvua/status/1711427287407591878,2023-10-09T17:03:56.000Z
  Okay folks. Basketball score prediction time. Alabama is set to tipoff against Mississippi State a little after 7:30 here at Coleman Coliseum. The Tide topped the Bulldogs 82-74 back on Jan. 13 in Starkville. Tonight is the rematch. I 'll start us off. I 've got Bama 86 MSU 75. Show more 7 7 7   23 23 23 2.2K 2.2K 2.2K,https://x.com/garyharris_wvua/status/1753941856520376818,2024-02-04T00:41:39.000Z
"  Sounds like the wheels are turning in Starkville. Quote Pete Thamel Pete Thamel  @PeteThamel  .Sources: Mississippi State is exploring firing coach Joe Moorhead. No formal decision has been made. School officials have been discussing Moorhead's future since a spate of off-field issues, including the fight that led to QB Garrett Schraeder missing the Music City Bowl.   2 2 2 3 3 3",https://x.com/garyharris_wvua/status/1212970127261675520,2020-01-03T05:33:08.000Z
  @Brookwood_sb_pa and and @wvua23 Thank you,https://x.com/garyharris_wvua/status/1541545830297092099,2022-06-27T22:15:41.000Z
